Zipcode,Population,Poverty Count,No Education,High School Education,GED Education,Associates Degree,Bachelors Degree,Masters Degree,Professional Degree,Doctoral Degree,No Degree,Degree
74632,600.0,103.0,0.0,159.0,7.0,17.0,92.0,30.0,0.0,0.0,166.0,139.0
74633,408.0,50.0,18.0,103.0,22.0,33.0,31.0,19.0,0.0,0.0,143.0,83.0
74636,283.0,43.0,0.0,50.0,11.0,9.0,32.0,6.0,0.0,3.0,61.0,50.0
74637,1829.0,380.0,14.0,507.0,98.0,108.0,129.0,22.0,0.0,9.0,619.0,268.0
74640,299.0,26.0,0.0,74.0,23.0,16.0,35.0,7.0,2.0,0.0,97.0,60.0
74641,614.0,78.0,0.0,169.0,36.0,40.0,23.0,6.0,1.0,0.0,205.0,70.0
74643,380.0,42.0,5.0,84.0,17.0,37.0,54.0,3.0,0.0,0.0,106.0,94.0
74644,506.0,103.0,0.0,85.0,28.0,23.0,26.0,3.0,0.0,2.0,113.0,54.0
74646,256.0,15.0,0.0,30.0,21.0,1.0,56.0,6.0,0.0,0.0,51.0,63.0
74647,3659.0,617.0,24.0,792.0,151.0,244.0,199.0,59.0,6.0,7.0,967.0,515.0
74650,722.0,139.0,0.0,189.0,11.0,28.0,33.0,12.0,0.0,0.0,200.0,73.0
74651,756.0,104.0,1.0,149.0,24.0,87.0,59.0,21.0,2.0,0.0,174.0,169.0
74652,865.0,126.0,9.0,243.0,46.0,33.0,45.0,5.0,3.0,4.0,298.0,90.0
77575,16824.0,2597.0,16.0,3082.0,672.0,838.0,956.0,335.0,82.0,15.0,3770.0,2226.0
77577,1304.0,138.0,0.0,225.0,49.0,64.0,123.0,14.0,10.0,0.0,274.0,211.0
77578,17373.0,1010.0,317.0,1780.0,558.0,594.0,2922.0,1509.0,279.0,221.0,2655.0,5525.0
77580,218.0,0.0,0.0,18.0,0.0,44.0,55.0,0.0,0.0,0.0,18.0,99.0
77581,45938.0,3049.0,237.0,5285.0,1262.0,2658.0,7291.0,2420.0,711.0,339.0,6784.0,13419.0
77583,33236.0,4500.0,340.0,4015.0,2410.0,1039.0,2957.0,786.0,298.0,317.0,6765.0,5397.0
77584,83719.0,4690.0,458.0,6480.0,1095.0,4169.0,15890.0,7680.0,2173.0,1870.0,8033.0,31782.0
77585,880.0,97.0,48.0,191.0,41.0,21.0,56.0,0.0,0.0,0.0,280.0,77.0
77586,22280.0,1811.0,99.0,2127.0,272.0,1466.0,4924.0,1644.0,253.0,283.0,2498.0,8570.0
77587,16862.0,4133.0,566.0,2459.0,712.0,307.0,466.0,94.0,0.0,20.0,3737.0,887.0
77590,30649.0,6424.0,411.0,5321.0,1352.0,1265.0,1471.0,453.0,67.0,141.0,7084.0,3397.0
77591,14210.0,3088.0,112.0,1934.0,534.0,958.0,1063.0,272.0,62.0,20.0,2580.0,2375.0
77597,1103.0,375.0,17.0,204.0,0.0,14.0,94.0,3.0,0.0,0.0,221.0,111.0
77598,24309.0,2877.0,368.0,2635.0,604.0,1680.0,3218.0,998.0,133.0,134.0,3607.0,6163.0
77611,8366.0,873.0,18.0,1629.0,326.0,418.0,801.0,220.0,0.0,4.0,1973.0,1443.0
77612,9317.0,971.0,147.0,2704.0,242.0,454.0,461.0,44.0,14.0,27.0,3093.0,1000.0
77613,886.0,77.0,0.0,276.0,107.0,37.0,51.0,52.0,0.0,3.0,383.0,143.0
77614,558.0,28.0,0.0,266.0,11.0,10.0,0.0,0.0,0.0,0.0,277.0,10.0
77615,923.0,20.0,0.0,335.0,11.0,52.0,20.0,0.0,0.0,0.0,346.0,72.0
77616,656.0,71.0,0.0,239.0,78.0,57.0,44.0,0.0,0.0,0.0,317.0,101.0
77617,60.0,8.0,0.0,13.0,0.0,0.0,29.0,0.0,0.0,0.0,13.0,29.0
77619,15798.0,2048.0,60.0,3472.0,529.0,754.0,1306.0,196.0,11.0,27.0,4061.0,2294.0
77622,1306.0,181.0,5.0,428.0,21.0,61.0,131.0,24.0,0.0,0.0,454.0,216.0
77623,588.0,77.0,0.0,130.0,39.0,14.0,78.0,9.0,0.0,2.0,169.0,103.0
77624,783.0,86.0,0.0,263.0,0.0,41.0,64.0,0.0,0.0,0.0,263.0,105.0
77625,8791.0,837.0,126.0,2124.0,415.0,425.0,472.0,343.0,37.0,14.0,2665.0,1291.0
77627,21145.0,1809.0,58.0,4230.0,526.0,2026.0,2442.0,866.0,212.0,82.0,4814.0,5628.0
77629,726.0,96.0,18.0,130.0,35.0,35.0,93.0,19.0,0.0,0.0,183.0,147.0
77630,28763.0,5008.0,231.0,5797.0,1397.0,1383.0,2073.0,697.0,115.0,61.0,7425.0,4329.0
77632,23709.0,3481.0,97.0,4975.0,938.0,1220.0,2187.0,611.0,48.0,37.0,6010.0,4103.0
77640,15327.0,4486.0,117.0,3369.0,425.0,801.0,1059.0,372.0,35.0,40.0,3911.0,2307.0
77642,39252.0,11279.0,877.0,7433.0,710.0,1486.0,1731.0,489.0,102.0,47.0,9020.0,3855.0
77650,1506.0,162.0,0.0,258.0,4.0,97.0,225.0,102.0,46.0,0.0,262.0,470.0
77651,12794.0,1728.0,83.0,2318.0,427.0,895.0,1494.0,475.0,141.0,16.0,2828.0,3021.0
77655,387.0,82.0,5.0,99.0,10.0,11.0,25.0,4.0,0.0,0.0,114.0,40.0
77656,17068.0,3142.0,124.0,3988.0,510.0,950.0,1055.0,270.0,41.0,33.0,4622.0,2349.0
77657,21449.0,1526.0,156.0,4006.0,837.0,1307.0,1903.0,651.0,25.0,137.0,4999.0,4023.0
77659,4751.0,277.0,34.0,1142.0,148.0,350.0,625.0,114.0,35.0,33.0,1324.0,1157.0
77660,1302.0,58.0,0.0,377.0,12.0,28.0,91.0,15.0,0.0,0.0,389.0,134.0
77661,950.0,0.0,37.0,169.0,0.0,0.0,13.0,0.0,0.0,0.0,206.0,13.0
77662,26547.0,4168.0,157.0,6905.0,1149.0,1551.0,1285.0,370.0,98.0,13.0,8211.0,3317.0
77663,1416.0,412.0,0.0,259.0,60.0,328.0,110.0,31.0,0.0,26.0,319.0,495.0
77664,2401.0,247.0,9.0,646.0,83.0,64.0,95.0,55.0,0.0,0.0,738.0,214.0
77665,6047.0,981.0,55.0,1369.0,246.0,119.0,338.0,170.0,0.0,14.0,1670.0,641.0
77701,13770.0,4216.0,194.0,2714.0,359.0,401.0,384.0,119.0,7.0,12.0,3267.0,923.0
77702,2832.0,684.0,11.0,542.0,65.0,80.0,388.0,129.0,17.0,13.0,618.0,627.0
77703,14241.0,4181.0,127.0,3050.0,457.0,362.0,381.0,69.0,18.0,12.0,3634.0,842.0
77705,40389.0,7170.0,488.0,6898.0,3468.0,1445.0,2010.0,784.0,79.0,71.0,10854.0,4389.0
77706,29237.0,2819.0,29.0,3757.0,592.0,1807.0,5493.0,1850.0,584.0,540.0,4378.0,10274.0
77707,17778.0,2654.0,131.0,2824.0,448.0,580.0,1819.0,643.0,104.0,30.0,3403.0,3176.0
77708,12184.0,2410.0,127.0,2077.0,473.0,685.0,926.0,373.0,65.0,39.0,2677.0,2088.0
77713,13848.0,1300.0,93.0,2500.0,330.0,735.0,2141.0,471.0,121.0,19.0,2923.0,3487.0
77801,17113.0,7199.0,266.0,1388.0,253.0,416.0,1176.0,584.0,138.0,209.0,1907.0,2523.0
77802,25306.0,2703.0,87.0,2632.0,556.0,1060.0,4339.0,1980.0,412.0,990.0,3275.0,8781.0
77803,30119.0,7649.0,659.0,4537.0,1654.0,760.0,1090.0,262.0,45.0,92.0,6850.0,2249.0
77807,10582.0,2185.0,112.0,1123.0,493.0,378.0,916.0,269.0,57.0,199.0,1728.0,1819.0
77808,10248.0,868.0,101.0,1512.0,268.0,526.0,1352.0,573.0,129.0,199.0,1881.0,2779.0
77830,2939.0,391.0,42.0,570.0,113.0,100.0,257.0,125.0,2.0,0.0,725.0,484.0
77831,2917.0,742.0,25.0,896.0,168.0,83.0,142.0,84.0,1.0,0.0,1089.0,310.0
77833,29566.0,4301.0,306.0,5052.0,870.0,1396.0,2860.0,927.0,135.0,199.0,6228.0,5517.0
77835,2053.0,74.0,0.0,576.0,40.0,131.0,405.0,93.0,1.0,34.0,616.0,664.0
77836,11594.0,1494.0,152.0,2453.0,545.0,429.0,824.0,376.0,44.0,53.0,3150.0,1726.0
77837,1856.0,465.0,17.0,366.0,78.0,53.0,96.0,67.0,0.0,2.0,461.0,218.0
77840,58696.0,24596.0,159.0,1873.0,423.0,1112.0,4145.0,2611.0,535.0,1022.0,2455.0,9425.0
77845,57501.0,7373.0,180.0,3379.0,891.0,2022.0,9890.0,5040.0,1077.0,3177.0,4450.0,21206.0
77853,1316.0,117.0,26.0,221.0,82.0,68.0,119.0,41.0,12.0,13.0,329.0,253.0
77855,24.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0
77856,4998.0,588.0,24.0,862.0,181.0,151.0,601.0,227.0,16.0,45.0,1067.0,1040.0
77857,709.0,38.0,7.0,164.0,21.0,25.0,52.0,22.0,5.0,11.0,192.0,115.0
77859,7216.0,1055.0,45.0,1459.0,290.0,230.0,476.0,118.0,0.0,15.0,1794.0,839.0
77861,2591.0,390.0,0.0,554.0,115.0,90.0,248.0,80.0,9.0,2.0,669.0,429.0
77864,6806.0,1240.0,235.0,1224.0,402.0,190.0,627.0,101.0,31.0,20.0,1861.0,969.0
77865,1322.0,222.0,20.0,364.0,66.0,34.0,141.0,13.0,0.0,0.0,450.0,188.0
77867,58.0,9.0,12.0,11.0,0.0,0.0,2.0,5.0,0.0,0.0,23.0,7.0
77868,16537.0,3119.0,269.0,2679.0,1159.0,554.0,916.0,329.0,85.0,78.0,4107.0,1962.0
77871,2729.0,336.0,0.0,669.0,165.0,87.0,324.0,293.0,0.0,13.0,834.0,717.0
77872,1533.0,134.0,7.0,383.0,124.0,54.0,101.0,34.0,1.0,21.0,514.0,211.0
77873,1305.0,230.0,0.0,261.0,31.0,36.0,97.0,29.0,0.0,3.0,292.0,165.0
81081,39.0,1.0,0.0,9.0,3.0,2.0,5.0,11.0,0.0,0.0,12.0,18.0
81082,11663.0,1585.0,57.0,1892.0,307.0,1060.0,936.0,483.0,83.0,11.0,2256.0,2573.0
81084,131.0,32.0,0.0,20.0,0.0,2.0,18.0,2.0,0.0,0.0,20.0,22.0
81087,197.0,30.0,0.0,28.0,3.0,14.0,24.0,3.0,0.0,0.0,31.0,41.0
81089,4465.0,874.0,38.0,798.0,234.0,351.0,463.0,174.0,11.0,14.0,1070.0,1013.0
81090,973.0,70.0,7.0,224.0,12.0,56.0,114.0,20.0,8.0,0.0,243.0,198.0
81091,720.0,138.0,0.0,103.0,24.0,99.0,109.0,45.0,3.0,4.0,127.0,260.0
81092,827.0,73.0,0.0,147.0,27.0,47.0,95.0,25.0,2.0,0.0,174.0,169.0
81101,15680.0,4624.0,211.0,1763.0,418.0,442.0,1303.0,716.0,80.0,160.0,2392.0,2701.0
81120,1926.0,490.0,9.0,427.0,64.0,21.0,137.0,44.0,8.0,2.0,500.0,212.0
81121,290.0,15.0,0.0,69.0,20.0,32.0,51.0,9.0,3.0,0.0,89.0,95.0
81122,8036.0,419.0,52.0,1332.0,176.0,511.0,1454.0,398.0,123.0,182.0,1560.0,2668.0
81123,1010.0,336.0,0.0,200.0,26.0,22.0,82.0,28.0,10.0,20.0,226.0,162.0
81124,91.0,33.0,0.0,19.0,0.0,5.0,2.0,0.0,0.0,0.0,19.0,7.0
81125,3367.0,740.0,79.0,478.0,136.0,74.0,223.0,57.0,0.0,15.0,693.0,369.0
81126,202.0,69.0,0.0,76.0,0.0,4.0,9.0,0.0,0.0,0.0,76.0,13.0
81128,168.0,89.0,0.0,49.0,0.0,6.0,12.0,15.0,0.0,6.0,49.0,39.0
81129,90.0,58.0,0.0,25.0,9.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0
81130,801.0,67.0,0.0,140.0,15.0,48.0,196.0,73.0,24.0,18.0,155.0,359.0
81131,1212.0,358.0,0.0,59.0,0.0,45.0,301.0,129.0,7.0,38.0,59.0,520.0
81132,3381.0,693.0,36.0,460.0,125.0,121.0,369.0,112.0,48.0,8.0,621.0,658.0
81133,956.0,315.0,30.0,81.0,46.0,25.0,53.0,79.0,17.0,14.0,157.0,188.0
81136,110.0,34.0,0.0,28.0,2.0,1.0,18.0,9.0,0.0,0.0,30.0,28.0
81137,5890.0,626.0,17.0,1150.0,187.0,291.0,591.0,137.0,18.0,29.0,1354.0,1066.0
81138,59.0,13.0,0.0,0.0,0.0,9.0,26.0,0.0,0.0,0.0,0.0,35.0
81140,2702.0,447.0,16.0,462.0,17.0,85.0,248.0,111.0,9.0,23.0,495.0,476.0
81141,1459.0,424.0,0.0,238.0,30.0,57.0,151.0,28.0,3.0,0.0,268.0,239.0
81143,674.0,153.0,0.0,118.0,50.0,40.0,119.0,32.0,0.0,0.0,168.0,191.0
81144,6850.0,1151.0,23.0,1219.0,180.0,251.0,570.0,278.0,60.0,8.0,1422.0,1167.0
81146,608.0,144.0,4.0,74.0,19.0,32.0,83.0,22.0,9.0,0.0,97.0,146.0
81147,11623.0,1258.0,31.0,1840.0,308.0,765.0,2021.0,727.0,148.0,158.0,2179.0,3819.0
81148,340.0,96.0,15.0,53.0,18.0,7.0,11.0,6.0,0.0,0.0,86.0,24.0
81149,819.0,225.0,13.0,143.0,32.0,27.0,115.0,11.0,8.0,0.0,188.0,161.0
81151,1612.0,320.0,11.0,251.0,36.0,56.0,161.0,28.0,0.0,0.0,298.0,245.0
81152,1245.0,296.0,9.0,220.0,28.0,18.0,60.0,111.0,0.0,0.0,257.0,189.0
81154,1178.0,232.0,2.0,114.0,36.0,87.0,140.0,105.0,28.0,70.0,152.0,430.0
81155,349.0,12.0,0.0,79.0,0.0,10.0,44.0,33.0,0.0,10.0,79.0,97.0
81201,8999.0,765.0,33.0,1265.0,267.0,625.0,1655.0,654.0,297.0,67.0,1565.0,3298.0
81210,283.0,70.0,0.0,0.0,0.0,22.0,47.0,29.0,0.0,7.0,0.0,105.0
81211,7711.0,726.0,24.0,1343.0,526.0,561.0,995.0,612.0,129.0,68.0,1893.0,2365.0
81212,29996.0,4103.0,149.0,5478.0,3874.0,1836.0,2304.0,1265.0,205.0,104.0,9501.0,5714.0
81220,135.0,4.0,0.0,11.0,5.0,8.0,54.0,32.0,0.0,0.0,16.0,94.0
81221,264.0,16.0,2.0,47.0,19.0,10.0,20.0,1.0,0.0,0.0,68.0,31.0
81222,515.0,23.0,0.0,77.0,36.0,0.0,28.0,0.0,0.0,0.0,113.0,28.0
81223,1412.0,292.0,27.0,334.0,78.0,149.0,190.0,98.0,0.0,0.0,439.0,437.0
81224,3631.0,134.0,0.0,271.0,12.0,138.0,1369.0,285.0,68.0,29.0,283.0,1889.0
81225,1247.0,181.0,0.0,118.0,0.0,21.0,422.0,103.0,30.0,0.0,118.0,576.0
81226,9288.0,983.0,236.0,1290.0,1656.0,478.0,473.0,209.0,9.0,69.0,3182.0,1238.0
81227,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81230,9128.0,1789.0,88.0,931.0,315.0,420.0,1839.0,582.0,79.0,136.0,1334.0,3056.0
81231,707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81232,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81233,849.0,31.0,0.0,169.0,32.0,95.0,137.0,120.0,0.0,0.0,201.0,352.0
81235,753.0,75.0,0.0,131.0,13.0,36.0,186.0,25.0,10.0,12.0,144.0,269.0
81236,958.0,64.0,0.0,194.0,12.0,87.0,236.0,51.0,15.0,21.0,206.0,410.0
81237,49.0,0.0,0.0,12.0,0.0,5.0,14.0,0.0,0.0,9.0,12.0,28.0
81239,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0
81240,3878.0,483.0,8.0,825.0,174.0,287.0,415.0,190.0,40.0,0.0,1007.0,932.0
81241,87.0,7.0,0.0,23.0,2.0,1.0,24.0,4.0,0.0,0.0,25.0,29.0
81242,837.0,125.0,0.0,101.0,14.0,59.0,109.0,27.0,18.0,1.0,115.0,214.0
81243,141.0,26.0,0.0,29.0,0.0,9.0,26.0,10.0,0.0,0.0,29.0,45.0
81244,413.0,53.0,0.0,87.0,28.0,23.0,23.0,16.0,1.0,0.0,115.0,63.0
81248,159.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0
81251,153.0,8.0,0.0,56.0,0.0,6.0,26.0,0.0,0.0,0.0,56.0,32.0
81252,3880.0,772.0,0.0,591.0,71.0,292.0,563.0,200.0,49.0,40.0,662.0,1144.0
81253,622.0,14.0,0.0,106.0,0.0,25.0,68.0,65.0,0.0,7.0,106.0,165.0
81301,29899.0,3290.0,117.0,2488.0,315.0,1419.0,6466.0,2691.0,801.0,804.0,2920.0,12181.0
81303,8456.0,1044.0,54.0,1279.0,179.0,463.0,1272.0,586.0,167.0,77.0,1512.0,2565.0
81320,161.0,30.0,0.0,54.0,9.0,11.0,5.0,13.0,0.0,0.0,63.0,29.0
81321,14775.0,3007.0,69.0,2780.0,442.0,734.0,1320.0,733.0,170.0,143.0,3291.0,3100.0
81323,4724.0,614.0,36.0,778.0,138.0,277.0,772.0,328.0,71.0,30.0,952.0,1478.0
81324,1229.0,205.0,4.0,355.0,34.0,72.0,93.0,42.0,2.0,0.0,393.0,209.0
81325,157.0,25.0,0.0,15.0,0.0,26.0,0.0,4.0,0.0,0.0,15.0,30.0
81326,2095.0,199.0,7.0,245.0,74.0,198.0,397.0,104.0,18.0,11.0,326.0,728.0
81327,482.0,118.0,0.0,137.0,11.0,28.0,49.0,26.0,0.0,0.0,148.0,103.0
81328,4441.0,657.0,6.0,594.0,57.0,346.0,636.0,465.0,5.0,45.0,657.0,1497.0
81330,96.0,16.0,0.0,0.0,0.0,0.0,46.0,13.0,0.0,0.0,0.0,59.0
81331,483.0,33.0,0.0,115.0,8.0,15.0,75.0,14.0,0.0,0.0,123.0,104.0
86331,494.0,47.0,0.0,140.0,0.0,46.0,60.0,12.0,0.0,11.0,140.0,129.0
86332,1709.0,365.0,23.0,296.0,118.0,97.0,64.0,50.0,6.0,5.0,437.0,222.0
86333,6664.0,1549.0,62.0,1254.0,281.0,475.0,395.0,53.0,0.0,45.0,1597.0,968.0
86334,4516.0,551.0,0.0,645.0,250.0,221.0,168.0,26.0,0.0,30.0,895.0,445.0
86335,5287.0,936.0,12.0,948.0,207.0,211.0,393.0,335.0,14.0,87.0,1167.0,1040.0
86336,11421.0,1156.0,82.0,1375.0,137.0,897.0,2601.0,1220.0,482.0,333.0,1594.0,5533.0
86337,1130.0,260.0,0.0,236.0,59.0,91.0,111.0,38.0,0.0,0.0,295.0,240.0
86338,526.0,30.0,0.0,62.0,8.0,55.0,47.0,6.0,6.0,13.0,70.0,127.0
86343,81.0,11.0,0.0,41.0,0.0,2.0,10.0,0.0,2.0,0.0,41.0,14.0
86351,6382.0,466.0,21.0,972.0,59.0,641.0,1459.0,500.0,193.0,139.0,1052.0,2932.0
86401,24507.0,4437.0,174.0,4894.0,1431.0,1818.0,1684.0,598.0,148.0,66.0,6499.0,4314.0
86403,17503.0,2727.0,118.0,4029.0,623.0,1134.0,1037.0,420.0,112.0,103.0,4770.0,2806.0
86404,16545.0,2531.0,142.0,4229.0,878.0,1431.0,994.0,388.0,78.0,120.0,5249.0,3011.0
86406,22984.0,2151.0,60.0,5545.0,627.0,1194.0,1877.0,646.0,167.0,160.0,6232.0,4044.0
86409,27047.0,7232.0,139.0,4823.0,1330.0,1395.0,1422.0,593.0,194.0,64.0,6292.0,3668.0
86411,223.0,18.0,0.0,51.0,12.0,32.0,17.0,0.0,0.0,0.0,63.0,49.0
86413,14985.0,2483.0,134.0,3273.0,1444.0,704.0,585.0,163.0,29.0,14.0,4851.0,1495.0
86426,13789.0,1811.0,41.0,3832.0,591.0,989.0,777.0,315.0,32.0,73.0,4464.0,2186.0
86429,7690.0,1381.0,35.0,1804.0,257.0,615.0,839.0,133.0,48.0,37.0,2096.0,1672.0
86431,337.0,114.0,0.0,129.0,12.0,23.0,23.0,0.0,0.0,0.0,141.0,46.0
86432,3439.0,349.0,51.0,1041.0,0.0,0.0,71.0,110.0,0.0,0.0,1092.0,181.0
86433,81.0,49.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0
86434,1478.0,473.0,3.0,240.0,34.0,62.0,40.0,16.0,0.0,15.0,277.0,133.0
86435,45.0,13.0,0.0,14.0,2.0,0.0,6.0,0.0,0.0,0.0,16.0,6.0
86436,1513.0,280.0,0.0,399.0,94.0,100.0,49.0,43.0,0.0,53.0,493.0,245.0
86437,91.0,54.0,1.0,13.0,3.0,3.0,1.0,1.0,0.0,0.0,17.0,5.0
86438,963.0,389.0,0.0,156.0,40.0,39.0,106.0,3.0,0.0,0.0,196.0,148.0
86440,6709.0,1271.0,58.0,1843.0,311.0,421.0,303.0,152.0,4.0,0.0,2212.0,880.0
86441,2277.0,750.0,25.0,336.0,228.0,84.0,239.0,16.0,0.0,0.0,589.0,339.0
86442,33061.0,6411.0,552.0,7174.0,1831.0,1435.0,1625.0,642.0,181.0,97.0,9557.0,3980.0
86443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86444,863.0,128.0,0.0,325.0,60.0,69.0,66.0,32.0,0.0,0.0,385.0,167.0
86445,244.0,51.0,0.0,57.0,48.0,0.0,9.0,8.0,0.0,0.0,105.0,17.0
86502,1344.0,587.0,40.0,238.0,62.0,16.0,16.0,30.0,0.0,0.0,340.0,62.0
86503,11845.0,5265.0,235.0,1855.0,180.0,415.0,319.0,302.0,21.0,6.0,2270.0,1063.0
86504,6827.0,3111.0,234.0,1785.0,80.0,245.0,193.0,136.0,53.0,10.0,2099.0,637.0
86505,7955.0,3487.0,275.0,1412.0,180.0,359.0,253.0,121.0,4.0,4.0,1867.0,741.0
86506,1387.0,509.0,35.0,294.0,15.0,66.0,24.0,12.0,0.0,0.0,344.0,102.0
86507,2456.0,1159.0,57.0,313.0,41.0,76.0,50.0,26.0,0.0,0.0,411.0,152.0
86508,825.0,342.0,15.0,205.0,33.0,10.0,19.0,0.0,0.0,0.0,253.0,29.0
86510,4913.0,2142.0,254.0,707.0,96.0,171.0,107.0,99.0,8.0,9.0,1057.0,394.0
86511,3597.0,1282.0,125.0,888.0,62.0,148.0,83.0,119.0,0.0,31.0,1075.0,381.0
86512,2530.0,1082.0,77.0,426.0,25.0,93.0,67.0,21.0,0.0,0.0,528.0,181.0
86514,2615.0,1005.0,232.0,530.0,49.0,128.0,44.0,54.0,3.0,13.0,811.0,242.0
86515,4916.0,1588.0,86.0,1076.0,43.0,212.0,238.0,87.0,0.0,6.0,1205.0,543.0
86520,1961.0,921.0,89.0,314.0,40.0,79.0,18.0,6.0,0.0,2.0,443.0,105.0
86535,1174.0,509.0,64.0,331.0,9.0,41.0,13.0,3.0,0.0,0.0,404.0,57.0
86538,2432.0,1095.0,69.0,454.0,54.0,73.0,105.0,90.0,0.0,8.0,577.0,276.0
86540,982.0,623.0,74.0,170.0,21.0,31.0,20.0,3.0,0.0,0.0,265.0,54.0
86544,1224.0,379.0,36.0,263.0,10.0,33.0,32.0,12.0,0.0,0.0,309.0,77.0
86545,1430.0,589.0,71.0,278.0,15.0,25.0,30.0,35.0,3.0,0.0,364.0,93.0
86547,1300.0,592.0,42.0,259.0,3.0,17.0,23.0,2.0,0.0,4.0,304.0,46.0
86556,1909.0,714.0,31.0,238.0,28.0,81.0,68.0,20.0,0.0,5.0,297.0,174.0
87001,4099.0,1182.0,11.0,876.0,62.0,167.0,191.0,73.0,3.0,4.0,949.0,438.0
87002,21675.0,5109.0,73.0,4056.0,1029.0,1230.0,1450.0,715.0,88.0,92.0,5158.0,3575.0
87004,10756.0,2031.0,79.0,2093.0,509.0,640.0,744.0,336.0,56.0,174.0,2681.0,1950.0
87005,369.0,106.0,0.0,133.0,19.0,107.0,41.0,0.0,0.0,0.0,152.0,148.0
87006,1102.0,76.0,41.0,248.0,133.0,11.0,108.0,21.0,11.0,0.0,422.0,151.0
87007,1036.0,141.0,0.0,294.0,50.0,99.0,54.0,10.0,0.0,0.0,344.0,163.0
87008,2891.0,147.0,0.0,260.0,15.0,85.0,663.0,420.0,7.0,110.0,275.0,1285.0
87010,1250.0,90.0,0.0,73.0,38.0,75.0,318.0,128.0,34.0,34.0,111.0,589.0
87011,36.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,10.0
87012,252.0,12.0,3.0,110.0,14.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0
87013,4832.0,2260.0,98.0,816.0,65.0,110.0,243.0,82.0,0.0,12.0,979.0,447.0
87014,543.0,117.0,0.0,149.0,0.0,0.0,33.0,16.0,12.0,0.0,149.0,61.0
87015,12426.0,1356.0,32.0,1776.0,357.0,1009.0,1725.0,950.0,146.0,83.0,2165.0,3913.0
87016,3345.0,767.0,24.0,526.0,143.0,221.0,85.0,116.0,0.0,14.0,693.0,436.0
87017,330.0,75.0,0.0,103.0,24.0,0.0,15.0,27.0,0.0,0.0,127.0,42.0
87018,474.0,243.0,23.0,45.0,0.0,6.0,0.0,0.0,0.0,0.0,68.0,6.0
87020,11634.0,2912.0,85.0,1913.0,455.0,560.0,993.0,275.0,41.0,45.0,2453.0,1914.0
87021,3431.0,812.0,49.0,590.0,94.0,258.0,74.0,0.0,10.0,0.0,733.0,342.0
87022,939.0,219.0,0.0,232.0,5.0,45.0,106.0,10.0,0.0,0.0,237.0,161.0
87023,603.0,32.0,11.0,77.0,33.0,51.0,30.0,0.0,0.0,0.0,121.0,81.0
87024,2334.0,487.0,0.0,533.0,15.0,95.0,83.0,48.0,29.0,0.0,548.0,255.0
87025,1091.0,131.0,0.0,131.0,24.0,70.0,241.0,135.0,22.0,71.0,155.0,539.0
87026,3903.0,1325.0,52.0,618.0,156.0,185.0,170.0,49.0,0.0,0.0,826.0,404.0
87027,222.0,25.0,0.0,136.0,0.0,0.0,0.0,27.0,0.0,0.0,136.0,27.0
87028,498.0,10.0,0.0,12.0,0.0,7.0,117.0,10.0,0.0,0.0,12.0,134.0
93001,33765.0,4877.0,518.0,4400.0,677.0,2207.0,4462.0,1813.0,723.0,305.0,5595.0,9510.0
93003,51041.0,4445.0,326.0,5483.0,784.0,3647.0,7419.0,3515.0,1151.0,470.0,6593.0,16202.0
93004,30218.0,3531.0,155.0,3547.0,381.0,2085.0,4104.0,1574.0,383.0,397.0,4083.0,8543.0
93010,44761.0,3135.0,396.0,4362.0,417.0,3377.0,7157.0,2873.0,893.0,497.0,5175.0,14797.0
93012,35714.0,1668.0,119.0,3040.0,345.0,2026.0,7023.0,3235.0,864.0,530.0,3504.0,13678.0
93013,16603.0,1293.0,115.0,1755.0,365.0,863.0,2717.0,1060.0,366.0,243.0,2235.0,5249.0
93015,17487.0,3436.0,757.0,1821.0,211.0,733.0,913.0,405.0,98.0,30.0,2789.0,2179.0
93021,37093.0,2149.0,187.0,3235.0,393.0,2507.0,6178.0,2269.0,629.0,413.0,3815.0,11996.0
93022,7154.0,635.0,74.0,758.0,147.0,597.0,1086.0,279.0,121.0,27.0,979.0,2110.0
93023,20168.0,2547.0,263.0,2265.0,210.0,1159.0,3288.0,1734.0,412.0,330.0,2738.0,6923.0
93030,60582.0,11082.0,1560.0,7672.0,620.0,2674.0,4057.0,1132.0,225.0,101.0,9852.0,8189.0
93033,83103.0,16454.0,3059.0,9327.0,709.0,2790.0,3382.0,494.0,100.0,96.0,13095.0,6862.0
