Zipcode,Population,Poverty Count,No Education,High School Education,GED Education,Associates Degree,Bachelors Degree,Masters Degree,Professional Degree,Doctoral Degree,No Degree,Degree
06018,2689.0,124.0,7.0,763.0,134.0,154.0,220.0,113.0,39.0,19.0,904.0,545.0
06019,10289.0,300.0,38.0,1210.0,196.0,545.0,2053.0,1328.0,354.0,201.0,1444.0,4481.0
06020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06021,400.0,14.0,0.0,61.0,7.0,11.0,76.0,40.0,8.0,0.0,68.0,135.0
06022,30.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,16.0
06023,1278.0,64.0,54.0,175.0,0.0,115.0,246.0,86.0,13.0,0.0,229.0,460.0
06024,587.0,33.0,0.0,293.0,0.0,43.0,96.0,35.0,8.0,0.0,293.0,182.0
06026,5194.0,109.0,0.0,680.0,0.0,387.0,1143.0,665.0,150.0,17.0,680.0,2362.0
06027,1456.0,81.0,3.0,401.0,19.0,63.0,240.0,108.0,3.0,11.0,423.0,425.0
06029,15733.0,508.0,35.0,2115.0,536.0,936.0,2609.0,1430.0,307.0,146.0,2686.0,5428.0
06031,1384.0,52.0,0.0,233.0,25.0,112.0,296.0,129.0,31.0,23.0,258.0,591.0
06032,17623.0,1121.0,107.0,2009.0,193.0,687.0,3606.0,2531.0,873.0,533.0,2309.0,8230.0
06033,28659.0,1050.0,117.0,2981.0,318.0,1361.0,5636.0,4370.0,1275.0,543.0,3416.0,13185.0
06035,7956.0,236.0,0.0,1066.0,76.0,433.0,1921.0,942.0,115.0,59.0,1142.0,3470.0
06037,19251.0,626.0,226.0,3878.0,311.0,1324.0,3550.0,1423.0,443.0,165.0,4415.0,6905.0
06039,1784.0,66.0,6.0,154.0,23.0,147.0,394.0,317.0,37.0,28.0,183.0,923.0
06040,35616.0,5313.0,182.0,5567.0,1086.0,1990.0,5290.0,2377.0,415.0,210.0,6835.0,10282.0
06042,22457.0,1619.0,117.0,3401.0,639.0,1371.0,4417.0,2397.0,369.0,234.0,4157.0,8788.0
06043,4950.0,156.0,2.0,627.0,95.0,295.0,950.0,588.0,108.0,136.0,724.0,2077.0
06051,30138.0,9279.0,317.0,6301.0,1154.0,1080.0,1155.0,532.0,12.0,0.0,7772.0,2779.0
06052,8231.0,801.0,74.0,1427.0,421.0,384.0,1103.0,524.0,148.0,144.0,1922.0,2303.0
06053,34531.0,5971.0,275.0,7225.0,1380.0,1852.0,2983.0,1494.0,177.0,203.0,8880.0,6709.0
06057,6241.0,90.0,3.0,720.0,88.0,310.0,1161.0,732.0,80.0,73.0,811.0,2356.0
06058,1535.0,73.0,3.0,290.0,21.0,93.0,237.0,178.0,78.0,16.0,314.0,602.0
06059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06060,2326.0,38.0,0.0,166.0,0.0,119.0,697.0,315.0,0.0,43.0,166.0,1174.0
06061,98.0,0.0,0.0,0.0,46.0,17.0,0.0,0.0,0.0,0.0,46.0,17.0
06062,17772.0,1381.0,220.0,3797.0,391.0,1239.0,2318.0,1169.0,141.0,153.0,4408.0,5020.0
06063,3124.0,63.0,1.0,559.0,8.0,200.0,648.0,205.0,67.0,64.0,568.0,1184.0
06065,802.0,67.0,9.0,144.0,11.0,87.0,167.0,44.0,10.0,0.0,164.0,308.0
06066,29206.0,2629.0,117.0,5525.0,1028.0,1976.0,4497.0,2310.0,407.0,277.0,6670.0,9467.0
06067,19920.0,1422.0,98.0,3032.0,295.0,1081.0,4577.0,2030.0,298.0,231.0,3425.0,8217.0
06068,1682.0,125.0,0.0,200.0,11.0,123.0,361.0,273.0,49.0,10.0,211.0,816.0
06069,2444.0,249.0,7.0,566.0,47.0,223.0,422.0,257.0,124.0,54.0,620.0,1080.0
06070,14996.0,645.0,38.0,1045.0,68.0,843.0,3802.0,2346.0,522.0,188.0,1151.0,7701.0
06071,11533.0,399.0,54.0,2186.0,532.0,756.0,1359.0,833.0,168.0,65.0,2772.0,3181.0
06073,5975.0,239.0,32.0,452.0,25.0,219.0,1242.0,883.0,515.0,122.0,509.0,2981.0
06074,25793.0,761.0,98.0,3682.0,413.0,1619.0,4993.0,2866.0,927.0,235.0,4193.0,10640.0
06076,12620.0,1313.0,67.0,2576.0,343.0,847.0,1273.0,489.0,51.0,68.0,2986.0,2728.0
11416,27144.0,4518.0,1050.0,4360.0,933.0,1342.0,2768.0,796.0,138.0,81.0,6343.0,5125.0
11417,31742.0,4792.0,860.0,5835.0,968.0,1485.0,3328.0,1179.0,234.0,171.0,7663.0,6397.0
11418,39908.0,6534.0,667.0,6155.0,1166.0,1764.0,4527.0,1766.0,354.0,169.0,7988.0,8580.0
11419,51642.0,8196.0,1938.0,8991.0,2961.0,1943.0,5208.0,1221.0,150.0,61.0,13890.0,8583.0
11420,50549.0,7017.0,1314.0,8265.0,2380.0,2345.0,4129.0,1101.0,281.0,75.0,11959.0,7931.0
11421,43341.0,5545.0,1390.0,7656.0,1066.0,2396.0,4419.0,1322.0,361.0,117.0,10112.0,8615.0
11422,33408.0,2576.0,281.0,4999.0,1082.0,2309.0,4022.0,1830.0,286.0,127.0,6362.0,8574.0
11423,31823.0,3138.0,599.0,4402.0,1805.0,1802.0,4309.0,1441.0,354.0,135.0,6806.0,8041.0
11424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11426,19991.0,2123.0,193.0,3994.0,376.0,857.0,2810.0,1717.0,347.0,90.0,4563.0,5821.0
11427,22941.0,2112.0,391.0,4297.0,542.0,1595.0,3197.0,1628.0,300.0,113.0,5230.0,6833.0
11428,19736.0,2058.0,301.0,4451.0,490.0,1765.0,1729.0,510.0,115.0,43.0,5242.0,4162.0
11429,26739.0,3201.0,310.0,3649.0,2039.0,1995.0,2711.0,1109.0,120.0,100.0,5998.0,6035.0
11430,179.0,152.0,0.0,25.0,5.0,0.0,11.0,6.0,0.0,0.0,30.0,17.0
11432,64686.0,11418.0,1826.0,6770.0,2292.0,3371.0,9649.0,3844.0,1020.0,586.0,10888.0,18470.0
11433,34703.0,6524.0,594.0,4920.0,2441.0,1879.0,2464.0,985.0,158.0,66.0,7955.0,5552.0
11434,66279.0,7675.0,584.0,11671.0,2862.0,3429.0,6672.0,2863.0,210.0,120.0,15117.0,13294.0
11435,57627.0,10246.0,1340.0,5967.0,5158.0,3127.0,7400.0,3109.0,548.0,180.0,12465.0,14364.0
11436,20136.0,2611.0,415.0,3266.0,1203.0,1064.0,1556.0,685.0,78.0,69.0,4884.0,3452.0
11451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11501,19262.0,890.0,40.0,3028.0,95.0,1200.0,2926.0,1775.0,589.0,252.0,3163.0,6742.0
11507,7330.0,230.0,152.0,949.0,56.0,359.0,1316.0,875.0,497.0,138.0,1157.0,3185.0
11509,2329.0,47.0,11.0,306.0,19.0,109.0,489.0,278.0,209.0,27.0,336.0,1112.0
11510,33734.0,2404.0,187.0,4676.0,555.0,2015.0,5376.0,2661.0,673.0,245.0,5418.0,10970.0
11514,4543.0,395.0,77.0,797.0,20.0,424.0,814.0,294.0,115.0,8.0,894.0,1655.0
11516,7724.0,381.0,34.0,800.0,64.0,250.0,1001.0,868.0,314.0,75.0,898.0,2508.0
11518,10192.0,213.0,31.0,1638.0,114.0,768.0,1625.0,1087.0,270.0,74.0,1783.0,3824.0
11520,43697.0,5754.0,743.0,8589.0,593.0,2183.0,4494.0,2295.0,670.0,358.0,9925.0,10000.0
11530,28463.0,975.0,46.0,2174.0,145.0,1145.0,6349.0,3878.0,1622.0,348.0,2365.0,13342.0
11542,27676.0,3924.0,341.0,4635.0,561.0,1133.0,4315.0,2285.0,655.0,218.0,5537.0,8606.0
11545,12694.0,271.0,23.0,1181.0,126.0,365.0,2696.0,1712.0,933.0,249.0,1330.0,5955.0
11547,837.0,31.0,0.0,53.0,0.0,50.0,121.0,136.0,24.0,0.0,53.0,331.0
11548,2858.0,35.0,14.0,186.0,9.0,60.0,286.0,322.0,81.0,25.0,209.0,774.0
11549,2920.0,0.0,0.0,5.0,7.0,0.0,20.0,2.0,10.0,0.0,12.0,32.0
11550,57679.0,11063.0,747.0,9544.0,1166.0,2197.0,4239.0,2277.0,324.0,208.0,11457.0,9245.0
11552,24417.0,1345.0,240.0,3808.0,372.0,1451.0,3129.0,1947.0,491.0,170.0,4420.0,7188.0
11553,26160.0,2778.0,579.0,4669.0,683.0,1332.0,2290.0,1063.0,132.0,67.0,5931.0,4884.0
11554,37228.0,1645.0,270.0,6431.0,862.0,2460.0,5743.0,3510.0,634.0,329.0,7563.0,12676.0
11556,14.0,4.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,7.0
11557,6972.0,278.0,5.0,960.0,73.0,166.0,1409.0,737.0,627.0,75.0,1038.0,3014.0
11558,8323.0,731.0,90.0,1730.0,221.0,652.0,1077.0,592.0,182.0,76.0,2041.0,2579.0
11559,8709.0,522.0,12.0,478.0,11.0,300.0,1315.0,1131.0,689.0,188.0,501.0,3623.0
11560,6354.0,289.0,22.0,812.0,34.0,301.0,1235.0,725.0,233.0,67.0,868.0,2561.0
11561,37544.0,2806.0,149.0,5683.0,560.0,2025.0,7405.0,4833.0,1262.0,519.0,6392.0,16044.0
11563,22551.0,1128.0,138.0,4139.0,260.0,1608.0,3707.0,2219.0,393.0,138.0,4537.0,8065.0
11565,8640.0,231.0,45.0,1224.0,138.0,460.0,1568.0,1118.0,303.0,130.0,1407.0,3579.0
11566,34232.0,1120.0,123.0,3878.0,291.0,1782.0,6833.0,4243.0,1332.0,354.0,4292.0,14544.0
11568,4578.0,98.0,23.0,241.0,19.0,145.0,674.0,357.0,424.0,152.0,283.0,1752.0
11569,1229.0,0.0,10.0,174.0,0.0,76.0,282.0,88.0,60.0,20.0,184.0,526.0
11570,27463.0,1436.0,87.0,3429.0,218.0,935.0,5262.0,4025.0,1089.0,283.0,3734.0,11594.0
11572,29295.0,1597.0,183.0,5229.0,417.0,1452.0,4981.0,2990.0,578.0,316.0,5829.0,10317.0
11575,16564.0,1917.0,305.0,3495.0,367.0,799.0,1173.0,428.0,85.0,39.0,4167.0,2524.0
11576,12663.0,566.0,59.0,873.0,55.0,230.0,3081.0,1762.0,1493.0,247.0,987.0,6813.0
11577,12888.0,561.0,69.0,1112.0,129.0,564.0,2838.0,1472.0,1169.0,215.0,1310.0,6258.0
11579,5128.0,286.0,7.0,388.0,4.0,143.0,1159.0,786.0,299.0,170.0,399.0,2557.0
11580,43219.0,2636.0,801.0,6800.0,660.0,2624.0,6519.0,3132.0,680.0,259.0,8261.0,13214.0
11581,21406.0,1220.0,152.0,3006.0,384.0,1171.0,3620.0,1906.0,743.0,170.0,3542.0,7610.0
11590,47134.0,3637.0,733.0,7053.0,905.0,2809.0,6433.0,3752.0,1154.0,402.0,8691.0,14550.0
11596,10683.0,405.0,75.0,1219.0,133.0,557.0,1995.0,1507.0,328.0,93.0,1427.0,4480.0
11598,13478.0,836.0,111.0,1112.0,66.0,473.0,2183.0,1737.0,1154.0,212.0,1289.0,5759.0
11691,64946.0,14548.0,852.0,7789.0,1852.0,2640.0,5450.0,2487.0,508.0,351.0,10493.0,11436.0
11692,19403.0,4368.0,288.0,2358.0,585.0,1159.0,1752.0,720.0,176.0,39.0,3231.0,3846.0
11693,12021.0,1992.0,111.0,2257.0,310.0,661.0,1355.0,604.0,137.0,45.0,2678.0,2802.0
11694,21219.0,1364.0,255.0,2768.0,567.0,1230.0,3401.0,1896.0,439.0,268.0,3590.0,7234.0
11697,3928.0,168.0,12.0,494.0,82.0,191.0,715.0,416.0,121.0,38.0,588.0,1481.0
11701,28139.0,2452.0,818.0,6035.0,494.0,1945.0,3063.0,1504.0,152.0,112.0,7347.0,6776.0
11702,13906.0,666.0,54.0,2273.0,144.0,893.0,2577.0,1705.0,279.0,128.0,2471.0,5582.0
11703,16508.0,954.0,136.0,4084.0,393.0,1015.0,1940.0,950.0,170.0,56.0,4613.0,4131.0
11704,40257.0,2383.0,442.0,9270.0,926.0,2654.0,4627.0,1927.0,243.0,138.0,10638.0,9589.0
11705,7499.0,389.0,71.0,842.0,73.0,667.0,1222.0,948.0,141.0,21.0,986.0,2999.0
11706,67959.0,6397.0,1443.0,11932.0,1568.0,3421.0,6221.0,3080.0,672.0,200.0,14943.0,13594.0
11709,6745.0,236.0,73.0,1142.0,154.0,354.0,1275.0,751.0,172.0,91.0,1369.0,2643.0
11710,33525.0,885.0,119.0,5162.0,675.0,2235.0,6273.0,3935.0,802.0,439.0,5956.0,13684.0
11713,9176.0,1810.0,139.0,1336.0,126.0,546.0,822.0,669.0,132.0,100.0,1601.0,2269.0
11714,21438.0,569.0,182.0,4351.0,362.0,1354.0,3683.0,1787.0,237.0,58.0,4895.0,7119.0
11715,4463.0,145.0,47.0,761.0,118.0,264.0,653.0,490.0,158.0,65.0,926.0,1630.0
11716,9998.0,521.0,6.0,2151.0,206.0,762.0,1020.0,710.0,58.0,79.0,2363.0,2629.0
14512,4592.0,652.0,29.0,997.0,156.0,439.0,472.0,366.0,19.0,61.0,1182.0,1357.0
14513,13740.0,2475.0,198.0,3116.0,560.0,1249.0,970.0,514.0,125.0,33.0,3874.0,2891.0
14514,6784.0,620.0,57.0,976.0,159.0,496.0,930.0,693.0,60.0,21.0,1192.0,2200.0
14516,2547.0,194.0,24.0,513.0,102.0,219.0,168.0,151.0,15.0,0.0,639.0,553.0
14517,3163.0,519.0,61.0,872.0,227.0,159.0,162.0,144.0,24.0,9.0,1160.0,498.0
14519,11774.0,709.0,58.0,2496.0,244.0,1305.0,1368.0,767.0,63.0,17.0,2798.0,3520.0
14521,2454.0,340.0,17.0,492.0,69.0,176.0,167.0,157.0,17.0,9.0,578.0,526.0
14522,9232.0,1315.0,66.0,2260.0,393.0,917.0,722.0,306.0,59.0,58.0,2719.0,2062.0
14525,2751.0,337.0,9.0,694.0,86.0,227.0,237.0,107.0,3.0,9.0,789.0,583.0
14526,20329.0,808.0,90.0,1828.0,195.0,1597.0,3662.0,3011.0,558.0,426.0,2113.0,9254.0
14527,12738.0,1780.0,54.0,2632.0,443.0,775.0,1110.0,676.0,65.0,67.0,3129.0,2693.0
14529,190.0,0.0,0.0,107.0,0.0,10.0,0.0,9.0,0.0,0.0,107.0,19.0
14530,5289.0,557.0,74.0,1362.0,172.0,599.0,382.0,197.0,6.0,11.0,1608.0,1195.0
14532,4611.0,374.0,11.0,1098.0,236.0,432.0,248.0,217.0,20.0,14.0,1345.0,931.0
14533,1820.0,86.0,8.0,489.0,43.0,138.0,170.0,74.0,12.0,16.0,540.0,410.0
14534,32195.0,823.0,69.0,1708.0,254.0,1657.0,7341.0,5416.0,1947.0,1301.0,2031.0,17662.0
14536,537.0,102.0,5.0,159.0,23.0,55.0,25.0,10.0,0.0,3.0,187.0,93.0
14537,194.0,57.0,0.0,47.0,14.0,33.0,0.0,0.0,0.0,0.0,61.0,33.0
14539,186.0,0.0,0.0,42.0,8.0,18.0,30.0,8.0,0.0,0.0,50.0,56.0
14541,4317.0,237.0,25.0,551.0,569.0,220.0,207.0,174.0,14.0,28.0,1145.0,643.0
14542,42.0,11.0,0.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0,10.0
14543,3186.0,139.0,14.0,581.0,38.0,441.0,599.0,398.0,55.0,25.0,633.0,1518.0
14544,2242.0,287.0,7.0,376.0,29.0,250.0,157.0,128.0,28.0,2.0,412.0,565.0
14545,213.0,17.0,0.0,52.0,14.0,15.0,29.0,11.0,3.0,4.0,66.0,62.0
14546,4834.0,346.0,1.0,812.0,123.0,478.0,663.0,348.0,49.0,41.0,936.0,1579.0
14548,3548.0,332.0,74.0,824.0,207.0,377.0,307.0,124.0,21.0,0.0,1105.0,829.0
14549,48.0,0.0,0.0,11.0,0.0,0.0,10.0,5.0,0.0,5.0,11.0,20.0
14550,1774.0,254.0,8.0,470.0,89.0,129.0,102.0,62.0,3.0,27.0,567.0,323.0
14551,5339.0,1083.0,26.0,1281.0,341.0,427.0,370.0,147.0,29.0,3.0,1648.0,976.0
14555,1115.0,248.0,0.0,238.0,29.0,93.0,109.0,63.0,12.0,0.0,267.0,277.0
14559,18423.0,1089.0,93.0,2765.0,286.0,1817.0,2989.0,1629.0,174.0,247.0,3144.0,6856.0
14560,2091.0,254.0,5.0,417.0,120.0,168.0,268.0,148.0,13.0,6.0,542.0,603.0
14561,2896.0,117.0,8.0,545.0,37.0,366.0,322.0,149.0,19.0,0.0,590.0,856.0
14564,14789.0,301.0,30.0,1809.0,135.0,1133.0,2728.0,2081.0,321.0,297.0,1974.0,6560.0
14568,6085.0,177.0,11.0,840.0,143.0,568.0,943.0,418.0,19.0,61.0,994.0,2009.0
14569,6084.0,1149.0,3.0,1419.0,387.0,616.0,365.0,172.0,78.0,3.0,1809.0,1234.0
14571,1142.0,269.0,13.0,286.0,29.0,132.0,81.0,45.0,9.0,9.0,328.0,276.0
14572,4968.0,709.0,17.0,1199.0,253.0,537.0,254.0,154.0,26.0,12.0,1469.0,983.0
14580,51928.0,3300.0,234.0,6659.0,925.0,4763.0,9130.0,5711.0,811.0,839.0,7818.0,21254.0
14585,75.0,4.0,0.0,19.0,14.0,6.0,26.0,0.0,0.0,0.0,33.0,32.0
14586,11267.0,1335.0,84.0,1539.0,207.0,788.0,1758.0,1084.0,67.0,157.0,1830.0,3854.0
14588,677.0,0.0,7.0,113.0,145.0,18.0,0.0,0.0,0.0,0.0,265.0,18.0
14589,7618.0,857.0,80.0,1675.0,358.0,736.0,670.0,389.0,67.0,36.0,2113.0,1898.0
14590,5198.0,883.0,25.0,1315.0,231.0,345.0,296.0,188.0,16.0,21.0,1571.0,866.0
14591,1557.0,87.0,5.0,301.0,41.0,134.0,182.0,87.0,22.0,2.0,347.0,427.0
14592,152.0,0.0,0.0,68.0,0.0,0.0,14.0,31.0,0.0,0.0,68.0,45.0
14604,1690.0,650.0,77.0,279.0,75.0,43.0,127.0,115.0,72.0,93.0,431.0,450.0
14605,13199.0,6424.0,202.0,1490.0,723.0,717.0,497.0,224.0,35.0,15.0,2415.0,1488.0
14606,28704.0,6159.0,396.0,5151.0,1532.0,2240.0,2050.0,809.0,118.0,31.0,7079.0,5248.0
14607,16675.0,3684.0,69.0,1586.0,442.0,980.0,3898.0,1758.0,450.0,330.0,2097.0,7416.0
14608,12399.0,5974.0,223.0,1963.0,337.0,574.0,952.0,373.0,103.0,23.0,2523.0,2025.0
14609,43762.0,10236.0,291.0,6737.0,1598.0,3530.0,4139.0,2385.0,274.0,192.0,8626.0,10520.0
14610,13781.0,1266.0,24.0,1296.0,226.0,1036.0,2906.0,2075.0,705.0,503.0,1546.0,7225.0
14611,16531.0,6723.0,256.0,2778.0,620.0,913.0,608.0,196.0,35.0,46.0,3654.0,1798.0
14612,33905.0,2746.0,231.0,6073.0,1006.0,3532.0,5150.0,2111.0,302.0,157.0,7310.0,11252.0
14613,13232.0,3778.0,253.0,2063.0,511.0,772.0,751.0,341.0,69.0,6.0,2827.0,1939.0
14614,1179.0,39.0,9.0,74.0,166.0,70.0,34.0,15.0,0.0,0.0,249.0,119.0
14615,16375.0,3713.0,210.0,2747.0,730.0,1763.0,1700.0,455.0,28.0,61.0,3687.0,4007.0
14616,28280.0,2692.0,230.0,5855.0,1156.0,2393.0,3227.0,1256.0,235.0,176.0,7241.0,7287.0
14617,22848.0,1517.0,82.0,3126.0,552.0,2034.0,4491.0,2398.0,339.0,252.0,3760.0,9514.0
14618,22705.0,1448.0,73.0,1256.0,161.0,896.0,3975.0,3708.0,1255.0,1221.0,1490.0,11055.0
14619,14787.0,3574.0,147.0,2103.0,715.0,1124.0,1041.0,423.0,58.0,68.0,2965.0,2714.0
14620,24902.0,4849.0,228.0,2553.0,450.0,1485.0,4389.0,2693.0,723.0,691.0,3231.0,9981.0
14621,34095.0,13096.0,740.0,5128.0,1574.0,1931.0,1246.0,562.0,35.0,46.0,7442.0,3820.0
14622,11952.0,980.0,157.0,2727.0,433.0,1170.0,1616.0,666.0,145.0,28.0,3317.0,3625.0
14623,25923.0,3906.0,355.0,2355.0,519.0,1901.0,3064.0,1799.0,180.0,340.0,3229.0,7284.0
14624,35694.0,2085.0,253.0,6298.0,1053.0,3543.0,5158.0,2929.0,316.0,240.0,7604.0,12186.0
14625,10354.0,613.0,15.0,1070.0,196.0,929.0,2136.0,1356.0,223.0,211.0,1281.0,4855.0
14626,30500.0,2241.0,354.0,5757.0,844.0,3467.0,4094.0,2007.0,318.0,343.0,6955.0,10229.0
14627,2506.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0
14701,40070.0,9543.0,497.0,7948.0,1729.0,3883.0,3085.0,1740.0,270.0,172.0,10174.0,9150.0
14706,6198.0,799.0,50.0,1386.0,135.0,584.0,607.0,489.0,37.0,28.0,1571.0,1745.0
14707,193.0,7.0,2.0,63.0,26.0,17.0,8.0,0.0,0.0,0.0,91.0,25.0
14708,209.0,17.0,3.0,24.0,3.0,29.0,9.0,0.0,0.0,0.0,30.0,38.0
14709,1552.0,226.0,5.0,329.0,41.0,133.0,131.0,55.0,6.0,15.0,375.0,340.0
14710,3237.0,312.0,32.0,861.0,75.0,326.0,175.0,257.0,17.0,14.0,968.0,789.0
14711,2031.0,363.0,0.0,404.0,95.0,126.0,83.0,81.0,6.0,10.0,499.0,306.0
14712,3384.0,295.0,4.0,712.0,45.0,439.0,425.0,302.0,64.0,18.0,761.0,1248.0
17339,6754.0,285.0,0.0,1625.0,192.0,451.0,1151.0,254.0,111.0,6.0,1817.0,1973.0
17340,10939.0,574.0,21.0,2557.0,412.0,740.0,1087.0,467.0,40.0,16.0,2990.0,2350.0
17343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17344,3600.0,196.0,45.0,1104.0,109.0,167.0,137.0,83.0,54.0,1.0,1258.0,442.0
17345,7918.0,729.0,22.0,2580.0,490.0,362.0,691.0,132.0,0.0,0.0,3092.0,1185.0
17347,6393.0,237.0,23.0,1464.0,209.0,483.0,668.0,274.0,34.0,25.0,1696.0,1484.0
17349,7093.0,186.0,2.0,1304.0,209.0,365.0,1257.0,420.0,53.0,69.0,1515.0,2164.0
17350,13432.0,1752.0,105.0,4007.0,642.0,651.0,773.0,457.0,43.0,31.0,4754.0,1955.0
17352,1209.0,58.0,0.0,281.0,55.0,31.0,102.0,32.0,6.0,4.0,336.0,175.0
17353,3458.0,232.0,73.0,814.0,176.0,243.0,436.0,206.0,18.0,9.0,1063.0,912.0
17355,246.0,30.0,1.0,62.0,8.0,8.0,19.0,9.0,0.0,0.0,71.0,36.0
17356,21307.0,1480.0,131.0,5247.0,786.0,1011.0,1691.0,738.0,117.0,205.0,6164.0,3762.0
17360,6581.0,352.0,2.0,1375.0,168.0,488.0,817.0,363.0,138.0,21.0,1545.0,1827.0
17361,6259.0,127.0,19.0,1409.0,149.0,390.0,900.0,345.0,63.0,44.0,1577.0,1742.0
17362,13636.0,831.0,60.0,4179.0,481.0,726.0,1287.0,605.0,107.0,18.0,4720.0,2743.0
17363,9306.0,438.0,65.0,2114.0,297.0,533.0,1302.0,420.0,62.0,58.0,2476.0,2375.0
17364,3507.0,362.0,35.0,1055.0,185.0,182.0,269.0,90.0,43.0,0.0,1275.0,584.0
17365,2346.0,379.0,17.0,822.0,178.0,82.0,132.0,50.0,19.0,2.0,1017.0,285.0
17366,5778.0,694.0,25.0,1454.0,354.0,389.0,290.0,80.0,3.0,38.0,1833.0,800.0
17368,7224.0,739.0,55.0,2236.0,326.0,374.0,527.0,213.0,127.0,9.0,2617.0,1250.0
17370,4852.0,378.0,7.0,1213.0,260.0,214.0,367.0,183.0,20.0,20.0,1480.0,804.0
17371,322.0,33.0,7.0,96.0,10.0,31.0,17.0,21.0,0.0,0.0,113.0,69.0
17372,4339.0,492.0,18.0,1115.0,202.0,283.0,267.0,118.0,41.0,39.0,1335.0,748.0
17401,18386.0,8045.0,137.0,3726.0,626.0,811.0,878.0,198.0,7.0,47.0,4489.0,1941.0
17402,37461.0,3025.0,296.0,8022.0,1039.0,2169.0,5189.0,2285.0,424.0,232.0,9357.0,10299.0
17403,38730.0,6600.0,256.0,7455.0,1372.0,1983.0,4102.0,1885.0,776.0,265.0,9083.0,9011.0
17404,35351.0,4165.0,303.0,7934.0,1223.0,2557.0,3455.0,1443.0,502.0,160.0,9460.0,8117.0
17406,23328.0,1826.0,89.0,5961.0,703.0,1434.0,2568.0,1021.0,73.0,116.0,6753.0,5212.0
17407,2366.0,157.0,4.0,511.0,58.0,172.0,273.0,152.0,21.0,5.0,573.0,623.0
17408,23077.0,1566.0,245.0,6305.0,612.0,1473.0,2686.0,1076.0,185.0,96.0,7162.0,5516.0
17501,4214.0,217.0,40.0,1099.0,113.0,281.0,545.0,174.0,6.0,33.0,1252.0,1039.0
17502,2753.0,342.0,7.0,821.0,107.0,160.0,270.0,41.0,18.0,16.0,935.0,505.0
17505,2204.0,318.0,13.0,312.0,28.0,72.0,74.0,39.0,8.0,24.0,353.0,217.0
17507,36.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
17508,530.0,0.0,0.0,57.0,0.0,43.0,34.0,10.0,0.0,0.0,57.0,87.0
17509,4942.0,570.0,24.0,770.0,81.0,124.0,298.0,125.0,26.0,9.0,875.0,582.0
17512,18026.0,2779.0,91.0,5012.0,822.0,937.0,1678.0,476.0,66.0,91.0,5925.0,3248.0
17516,4360.0,176.0,0.0,1297.0,172.0,229.0,574.0,143.0,0.0,46.0,1469.0,992.0
17517,16428.0,962.0,241.0,3933.0,545.0,841.0,1596.0,516.0,90.0,52.0,4719.0,3095.0
17518,1434.0,249.0,12.0,347.0,19.0,27.0,54.0,26.0,3.0,5.0,378.0,115.0
17519,7514.0,657.0,145.0,1374.0,240.0,320.0,377.0,59.0,0.0,11.0,1759.0,767.0
17520,4642.0,175.0,0.0,1057.0,117.0,300.0,660.0,263.0,84.0,35.0,1174.0,1342.0
17522,33628.0,3340.0,385.0,7189.0,1398.0,1501.0,3413.0,1192.0,236.0,124.0,8972.0,6466.0
17527,6020.0,701.0,53.0,1340.0,202.0,190.0,325.0,153.0,12.0,4.0,1595.0,684.0
17529,4628.0,519.0,9.0,697.0,109.0,122.0,326.0,92.0,0.0,0.0,815.0,540.0
17532,2929.0,311.0,0.0,902.0,76.0,153.0,167.0,67.0,0.0,5.0,978.0,392.0
17535,2935.0,253.0,0.0,383.0,90.0,34.0,124.0,36.0,10.0,0.0,473.0,204.0
17536,3016.0,256.0,6.0,473.0,32.0,57.0,216.0,38.0,6.0,4.0,511.0,321.0
17538,6262.0,207.0,14.0,1230.0,158.0,454.0,1315.0,573.0,55.0,29.0,1402.0,2426.0
17540,10270.0,1448.0,61.0,1574.0,385.0,351.0,915.0,414.0,105.0,69.0,2020.0,1854.0
17543,42715.0,2365.0,358.0,8658.0,1083.0,1989.0,6752.0,2978.0,746.0,429.0,10099.0,12894.0
17545,22456.0,1696.0,48.0,6036.0,806.0,1103.0,2429.0,805.0,129.0,76.0,6890.0,4542.0
17547,7048.0,688.0,20.0,1804.0,239.0,377.0,873.0,285.0,23.0,11.0,2063.0,1569.0
17550,1215.0,112.0,0.0,433.0,148.0,16.0,44.0,0.0,0.0,0.0,581.0,60.0
17551,11303.0,1588.0,84.0,1726.0,229.0,396.0,1041.0,651.0,60.0,151.0,2039.0,2299.0
